FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	ArchivoTitulosSinClickbait	EstadoTitulosSinClickbait	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	TituloSinClickbait	Motivo	RespuestaAgente
2026-05-16T02:16:33	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	no aplica: la noticia no es clickbait	https://okdiario.com/cultura/mes-del-jazz-celebra-madrid-the-jazz-room-recorrido-nueva-orleans-grandes-iconos-del-genero-16596388	OkDiario	2026-04-13	El mes del jazz se celebra en Madrid con ‘The Jazz Room’: un recorrido entre Nueva Orleans y los grandes iconos del género	El mes del jazz se celebra en Madrid con ‘The Jazz Room’: un recorrido entre Nueva Orleans y los grandes iconos del género	The Jazz Room, una experiencia musical que rinde homenaje a este género icónico, combinando tradición e improvisación en un entorno auténtico, llega a Madrid. La propuesta podrá disfrutarse durante el mes de abril en espacios emblemáticos como Café Berlín Club Madrid y la Sala Galileo Galilei. Durante una hora, talentosos músicos iluminan el escenario con …	Cultura	False	0.94	NO Clickbait		El titular es informativo y describe concretamente el evento sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: — | Motivo: El titular describe de forma concreta y equilibrada el evento del mes del jazz en Madrid, sin exageraciones, promesas vagas ni discrepancia con el contenido.
2026-05-16T02:16:43	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/cultura/millones-marquesa-santa-cruz-pintura-goya-prado-franco-hitler-16581316	OkDiario	2026-04-11	La «tontada» de 900 millones de pesetas que trajo a la ‘Marquesa de Goya’ de vuelta a España	La «tontada» de 900 millones de pesetas que trajo a la ‘Marquesa de Goya’ de vuelta a España	«La Marquesa de Goya vuelve a casa y todos debemos estar contentos. Total, la historia nos cuesta la tontería de 900 millones de pesetas. Lord Wimborne, sonriente, dice que ahora todos estamos de acuerdo y que, por tanto, espera que el Gobierno español no siga adelante con la querella. Esto se arregla entre caballeros, según …	Cultura	True	0.92	Clickbait	El Gobierno español negocia la devolución de la pintura 'Marquesa de Goya' tras una controversia de 900 millones de pesetas	El titular usa lenguaje sensacionalista ('tontada') y exagera la cifra sin contexto, creando curiosidad artificial y no refleja de forma objetiva el contenido.	Veredicto: CLICKBAIT | Confianza: 0.92 | Título sin clickbait: El Gobierno español negocia la devolución de la pintura “Marquesa de Goya” tras una controversia de 900 millones de pesetas | Motivo: El titular emplea lenguaje sensacionalista (“tontada”) y exagera la cifra, creando curiosidad artificial y sin corresponder de forma objetiva al contenido.
2026-05-16T02:16:56	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/cultura/increible-historia-del-goya-que-franco-casi-regala-hitler-dio-pie-ley-patrimonio-historico-16572989	OkDiario	2026-04-09	La increíble historia del Goya que Franco casi regala a Hitler y que dio pie a la Ley de Patrimonio Histórico	La increíble historia del Goya que Franco casi regala a Hitler y que dio pie a la Ley de Patrimonio Histórico	El retrato de La Marquesa de Santa Cruz, pintado por Francisco de Goya en 1805, esconde una de las historias de intriga, expolio y recuperación más singulares del patrimonio español. El Museo del Prado expone la obra original resplandeciente tras su restauración, acompañada por primera vez de una de las copias que el dictador Francisco …	Cultura	True	0.92	Clickbait	El retrato de La Marquesa de Santa Cruz de Goya, casi entregado a Hitler por Franco, inspiró la Ley de Patrimonio Histórico	El titular usa adjetivos sensacionalistas ('increíble') y sugiere una trama dramática (Franco regalando a Hitler) que exagera el contenido informativo, creando curiosidad artificial.	Veredicto: CLICKBAIT | Confianza: 0.92 | Título sin clickbait: El retrato de La Marquesa de Santa Cruz de Goya, casi entregado a Hitler por Franco, inspiró la Ley de Patrimonio Histórico | Motivo: El titular usa adjetivos sensacionalistas y sugiere una trama dramática exagerada, creando curiosidad artificial y no refleja de forma sobria el contenido.
2026-05-16T02:17:05	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	no aplica: la noticia no es clickbait	https://okdiario.com/cultura/semana-santa-rosalia-impulsan-reservas-actividades-madrid-16571714	OkDiario	2026-04-09	La Semana Santa y Rosalía impulsan las reservas de actividades en Madrid	La Semana Santa y Rosalía impulsan las reservas de actividades en Madrid	En los últimos días, Madrid ha vivido un ambiente especialmente animado gracias a la coincidencia de dos momentos que suelen atraer a muchos viajeros: la Semana Santa y grandes eventos culturales. En este caso, los conciertos de Rosalía dentro de su gira Lux Tour 2026, celebrados en la capital los días 30 de marzo, 1, …	Cultura	False	0.92	NO Clickbait		El titular es informativo y describe directamente la coincidencia de la Semana Santa y los conciertos de Rosalía como factores que aumentan reservas, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma directa que la Semana Santa y los conciertos de Rosalía aumentan las reservas de actividades en Madrid, sin exageración, promesas vagas ni discrepancia con el contenido.
2026-05-16T02:17:15	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	no aplica: la noticia no es clickbait	https://okdiario.com/cultura/tres-fotografos-espanoles-premiados-world-press-photo-2026-estas-son-imagenes-elegidas-16570781	OkDiario	2026-04-09	Tres fotógrafos españoles, entre los premiados en los World Press Photo 2026: éstas son las imágenes elegidas	Tres fotógrafos españoles, entre los premiados en los World Press Photo 2026: éstas son las imágenes elegidas	Tres fotógrafos españoles han sido reconocidos en el concurso de fotoperiodismo World Press Photo. Se trata de Brais Lorenzo, Luis Tato y Diego Ibarra. World Press Photo ha anunciado los 42 ganadores regionales en sus tres categorías actuales Fotografías Individuales, Reportajes gráficos y Proyectos a largo plazo, y el próximo 23 de abril se dará …	Cultura	False	0.96	NO Clickbait		El titular informa de forma clara y concreta que tres fotógrafos españoles han sido premiados en World Press Photo 2026, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.96 | Título sin clickbait: | Motivo: El titular informa de forma clara y concreta que tres fotógrafos españoles han sido premiados en World Press Photo 2026, sin exageración ni promesas vagas.
2026-05-16T02:17:23	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/internacional/trump-xi-jinping-debaten-futuro-decisivo-del-siglo-xxi-dejan-europa-fuera-del-tablero-16802034	OkDiario	2026-05-14	Trump y Xi Jinping debaten el futuro decisivo del siglo XXI y dejan a Europa fuera del tablero	Trump y Xi Jinping debaten el futuro decisivo del siglo XXI y dejan a Europa fuera del tablero	Esto ya son palabras mayores, un asunto de una seriedad verdaderamente histórica. En la visita a China no hemos visto al Trump fanfarrón y lengüilargo que habla del príncipe saudí Mohammed bin Salmán obligado a «besarle el trasero» y amenaza alegremente con borrar a Irán de la faz de la tierra. Porque Trump puede ver …	Internacional	True	0.94	Clickbait	Trump y Xi Jinping se reúnen en Pekín para discutir relaciones bilaterales	El titular exagera al presentar la reunión como decisiva para el siglo XXI y afirma que Europa queda fuera, sin respaldo en el contenido breve disponible; usa lenguaje sensacionalista.	Veredicto: CLICKBAIT | Confianza: 0.94 | Título sin clickbait: Trump y Xi Jinping se reúnen en Pekín para discutir relaciones bilaterales | Motivo: El titular exagera al presentar la reunión como decisiva para el siglo XXI y afirma que Europa queda fuera, sin respaldo en el contenido; usa lenguaje sensacionalista.
2026-05-16T02:17:41	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/internacional/video-viral-elon-musk-china-rompe-protocolo-grabar-gran-salon-del-pueblo-16802233	OkDiario	2026-05-14	El vídeo viral de Elon Musk en China: rompe el protocolo para grabar el Gran Salón del Pueblo	El vídeo viral de Elon Musk en China: rompe el protocolo para grabar el Gran Salón del Pueblo	Durante la visita oficial del presidente de EEUU, Donald Trump, a China, Elon Musk, el hombre más rico del mundo, que forma parte de la delegación de altos ejecutivos estadounidenses (junto a Tim Cook de Apple o Jensen Huang de NVIDIA), se ha convertido en protagonista de un momento espontáneo y viral. En las escaleras exteriores …	Internacional	True	0.85	Clickbait	Elon Musk graba video en el Gran Salón del Pueblo durante visita oficial a China	El titular exagera al afirmar que Musk 'rompe el protocolo', creando suspense y dramatismo que el contenido no justifica; es sensacionalista y busca clics.	Veredicto: CLICKBAIT | Confianza: 0.85 | Título sin clickbait: Elon Musk graba video en el Gran Salón del Pueblo durante visita oficial a China | Motivo: El titular exagera al afirmar que Musk “rompe el protocolo”, creando suspense y dramatismo que el contenido no justifica; es sensacionalista y busca clics.
2026-05-16T02:17:50	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	no aplica: la noticia no es clickbait	https://okdiario.com/internacional/pentagono-cancela-despliegue-4-000-efectivos-militar-eeuu-polonia-16801900	OkDiario	2026-05-14	El Pentágono cancela el despliegue de 4.000 efectivos militares de EEUU en Polonia	El Pentágono cancela el despliegue de 4.000 efectivos militares de EEUU en Polonia	El Pentágono ha cancelado el despliegue de una brigada blindada militar de Estados Unidos que se dirigía a Polonia. Se trata de un movimiento más del plan del presidente Donald Trump de reducir presencia militar en Europa. El Pentágono ha declinado dar más detalles. Sin embargo, funcionarios estadounidenses indicaron a los medios que la cancelación …	Internacional	False	0.94	NO Clickbait		El titular es informativo y concreto, describe la cancelación del despliegue sin exageración ni promesas vagas, y coincide con el contenido.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular es informativo y concreto, describe la cancelación del despliegue sin exageración ni promesas vagas, y coincide con el contenido.
2026-05-16T02:18:49	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/internacional/taiwan-linea-roja-que-impone-china-trump-fabrica-90-chips-vanguardia-del-mundo-16801531	OkDiario	2026-05-14	Taiwán, la línea roja que impone China a Trump: fabrica el 90% de los chips de vanguardia del mundo	Taiwán, la línea roja que impone China a Trump: fabrica el 90% de los chips de vanguardia del mundo	En la visita de Estado del presidente de EEUU, Donald Trump, a China, uno de los puntos más delicados y espinosos de la agenda bilateral es, sin duda, Taiwán. Aunque las conversaciones de este jueves han girado en torno al comercio, la tecnología, el conflicto en Irán y las tensiones geopolíticas globales, el estatus de …	Internacional	True	0.88	Clickbait	China advierte a Trump sobre Taiwán mientras el territorio produce la mayor parte de los chips avanzados	El titular combina sensacionalismo y afirmaciones exageradas (línea roja, 90% de chips) que no se sustentan claramente en el contenido y crea curiosidad artificial.	Veredicto: CLICKBAIT | Confianza: 0.88 | Título sin clickbait: China advierte a Trump sobre Taiwán mientras el territorio produce la mayor parte de los chips avanzados | Motivo: El titular usa lenguaje sensacionalista (“línea roja”, “90% de los chips”) y combina afirmaciones exageradas que no se corresponden claramente con el contenido, creando curiosidad artificial.
2026-05-16T02:19:13	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\okdiario.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\okdiario.json	añadida	https://okdiario.com/internacional/trump-rompe-promesa-sobre-alcohol-bebe-sorbo-champan-como-muestra-respeto-xi-jinping-16800958	OkDiario	2026-05-14	Trump rompe su promesa sobre el alcohol y bebe un sorbo de champán como muestra de respeto a Xi Jinping	Trump rompe su promesa sobre el alcohol y bebe un sorbo de champán como muestra de respeto a Xi Jinping	El presidente de Estados Unidos, Donald Trump, ha viajado hasta China para asistir a una cumbre en Pekín. Junto a su homólogo chino, Xi Jinping, han abordado asuntos internacionales y regionales como Oriente Medio, la guerra en Ucrania y la península coreana. Desde que Trump dejó Washington, se ha observado su discreción y cautela. El …	Internacional	True	0.95	Clickbait	Trump bebe champán en visita a China como gesto de respeto a Xi Jinping	El titular usa lenguaje sensacionalista y sugiere una ruptura de promesa para crear curiosidad, exagerando el gesto de beber champán como muestra de respeto.	Veredicto: CLICKBAIT | Confianza: 0.95 | Título sin clickbait: Trump bebe champán en visita a China como gesto de respeto a Xi Jinping | Motivo: El titular usa lenguaje sensacionalista y sugiere una ruptura de promesa para crear curiosidad, exagerando el gesto de beber champán como muestra de respeto.
