FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	ArchivoTitulosSinClickbait	EstadoTitulosSinClickbait	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	TituloSinClickbait	Motivo	RespuestaAgente
2026-05-19T16:25:19	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/miguel-tellado-sobre-imputacion-zapatero-gobierno-dar-20260519092801-nt.html	ABC	2026-05-19	El PP carga contra Sánchez y Zapatero tras su imputación: «El tinglado se desmorona»	El PP carga contra Sánchez y Zapatero tras su imputación: «El tinglado se desmorona»	«No solo hablamos del ex presidente del Gobierno, sino del principal consejero de Sánchez», ha señalado el secretario general del PP, Miguel Tellado	Nacional	True	0.88	Clickbait	El PP critica al Gobierno tras la imputación de Zapatero por blanqueo de capitales	El titular usa lenguaje sensacionalista («El tinglado se desmorona») y crea curiosidad artificial, exagerando la gravedad del conflicto más allá del contenido factual.	Veredicto: CLICKBAIT | Confianza: 0.88 | Título sin clickbait: El PP critica al Gobierno tras la imputación de Zapatero por blanqueo de capitales | Motivo: El titular usa lenguaje sensacionalista («El tinglado se desmorona») y crea curiosidad artificial, exagerando la gravedad del conflicto más allá del contenido factual.
2026-05-19T16:25:42	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/pais-vasco/sanchez-galan-realza-compromiso-mutuo-instituciones-vascas-20260519134157-nt.html	ABC	2026-05-19	Sánchez Galán realza el «compromiso mutuo» de Iberdrola con las instituciones vascas en su 125 aniversario	Sánchez Galán realza el «compromiso mutuo» de Iberdrola con las instituciones vascas en su 125 aniversario	El lendakari Imanol Pradales agradece que ponga «toda la carne en el asador» y reconoce su papel «clave» para «el nuevo renacer industrial y tecnológico vasco y europeo»	Nacional	False	0.94	NO Clickbait		El titular es descriptivo y refleja fielmente el contenido, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular es descriptivo y refleja fielmente el contenido, sin exageración ni promesas vagas.
2026-05-19T16:26:16	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/udef-registra-despacho-zapatero-tres-mercantiles-20260519094102-nt.html	ABC	2026-05-19	La Udef registra el despacho de Zapatero y la empresa de sus hijas	La Udef registra el despacho de Zapatero y la empresa de sus hijas	Los investigadores buscan volcar el contenido de los dispositivos electrónicos del expresidente para conocer sus negocios	Nacional	False	0.95	NO Clickbait		El titular informa de forma directa y concreta el registro del despacho y la empresa de las hijas, sin exageración ni promesas vagas, y coincide con el contenido de la noticia.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Título sin clickbait: — | Motivo: El titular informa de forma directa y concreta el registro del despacho y la empresa de las hijas, sin exageración ni promesas vagas, y coincide con el contenido de la noticia.
2026-05-19T16:26:30	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/vox-insta-feijoo-presentar-mocion-censura-tras-20260519101752-nt.html	ABC	2026-05-19	Vox exige a Feijóo una moción de censura tras la imputación de Zapatero	Vox exige a Feijóo una moción de censura tras la imputación de Zapatero	Abascal subraya que la investigación sobre el expresidente «no es un caso aislado» sino «un episodio más del Gobierno de Sánchez»	Nacional	False	0.94	NO Clickbait		El titular informa de forma directa y concreta la exigencia de Vox sin exageración ni promesas vagas, y coincide con el contenido de la noticia.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: | Motivo: El titular informa de forma directa y concreta la exigencia de Vox sin exageración ni promesas vagas, y coincide con el contenido de la noticia.
2026-05-19T16:26:42	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/psoe-conmocion-lawfare-tras-imputacion-zapatero-20260519110217-nt.html	ABC	2026-05-19	El PSOE sale en tromba y denuncia la persecución judicial contra Zapatero	El PSOE sale en tromba y denuncia la persecución judicial contra Zapatero	Sánchez da orden -a partido y Gobierno- de defender el legado del expresidente: «Confiamos en su inocencia»	Nacional	True	0.85	Clickbait	El PSOE denuncia la imputación judicial contra Zapatero y afirma su inocencia	El titular usa expresiones sensacionalistas como 'sale en tromba' y sugiere una persecución judicial sin matizar, creando curiosidad artificial y exageración respecto al contenido.	Veredicto: CLICKBAIT | Confianza: 0.85 | Título sin clickbait: El PSOE denuncia la imputación judicial contra Zapatero y afirma su inocencia | Motivo: El titular usa expresiones sensacionalistas como “sale en tromba” y sugiere una persecución judicial sin matizar, creando curiosidad artificial y exageración respecto al contenido.
2026-05-19T16:26:53	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/cataluna/junqueras-presenta-acuerdo-presupuestos-nueva-oportunidad-conseguir-20260519134353-nt.html	ABC	2026-05-19	Junqueras presenta el acuerdo de presupuestos como «una nueva oportunidad» para conseguir el IRPF y presiona a Junts	Junqueras presenta el acuerdo de presupuestos como «una nueva oportunidad» para conseguir el IRPF y presiona a Junts	El Govern de Illa destinará otros más de 100 millones de euros a la lengua catalana	Nacional	False	0.92	NO Clickbait		El titular es informativo y describe concretamente la presentación del acuerdo de presupuestos y su objetivo, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma concreta que Junqueras presenta el acuerdo de presupuestos como “una nueva oportunidad” para conseguir el IRPF y menciona la presión a Junts, sin exageración, promesas vagas ni discrepancia con el contenido.
2026-05-19T16:27:04	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/castilla-leon/castilla-leon-asturias-galicia-piden-equidad-velocidad-20260519155617-nt.html	ABC	2026-05-19	Castilla y León, Asturias y Galicia piden «equidad» y «más velocidad» para el Corredor Atlántico	Castilla y León, Asturias y Galicia piden «equidad» y «más velocidad» para el Corredor Atlántico	Los tres presidentes autonómicos mantienen el compromiso de «avanzar» en financiación y en demografía	Nacional	False	0.94	NO Clickbait		El titular es descriptivo y refleja con precisión la petición de equidad y mayor velocidad en el Corredor Atlántico, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular es descriptivo y refleja con precisión la petición de equidad y mayor velocidad en el Corredor Atlántico, sin exageración ni promesas vagas.
2026-05-19T16:27:15	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/madrid/madrid-engalana-recibir-papa-teletrabajo-100000-flores-20260519141418-nt.html	ABC	2026-05-19	Madrid se engalana para recibir al Papa: 100.000 flores, 15.000 banderines y más teletrabajo	Madrid se engalana para recibir al Papa: 100.000 flores, 15.000 banderines y más teletrabajo	Desde la organización apuntan que ya hay más de 250.000 personas inscritas para la misa en Cibeles y 160.000 para la Vigilia de la plaza de Lima	Nacional	False	0.92	NO Clickbait		El titular informa de forma concreta los preparativos (flores, banderines, teletrabajo) sin exageración ni promesas vagas, y coincide con el contenido de la noticia.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma concreta los preparativos (flores, banderines, teletrabajo) sin exageración ni promesas vagas, y coincide con el contenido de la noticia.
2026-05-19T16:27:25	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/canarias/consignataria-debera-pagar-millones-desastre-provocado-puerto-20260519155515-nt.html	ABC	2026-05-19	Una consignataria deberá pagar 7,1 millones por el desastre provocado en el puerto durante un temporal en Fuerteventura	Una consignataria deberá pagar 7,1 millones por el desastre provocado en el puerto durante un temporal en Fuerteventura	La sala da la razón a la Administración portuaria que había pedido medidas preventivas que fueron desoídas	Nacional	False	0.95	NO Clickbait		El titular es informativo y describe concretamente la condena y la cantidad, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma concreta la condena y la cantidad a pagar, sin exageración, ambigüedad ni promesas vagas.
2026-05-19T16:27:41	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/juez-plus-ultra-senala-zapatero-lider-estructura-20260519130915-nt.html	ABC	2026-05-19	Zapatero lideró una trama de «tráfico de influencias» por la que ganó dos millones de euros	Zapatero lideró una trama de «tráfico de influencias» por la que ganó dos millones de euros	El juez del caso Plus Ultra sostiene que utilizó «sus contactos personales y su capacidad de acceso a altos cargos de la Administración»	Nacional	True	0.85	Clickbait	El juez indica que Zapatero sería presunto líder de una estructura de tráfico de influencias que habría generado dos millones de euros	El titular usa lenguaje sensacionalista ('lideró una trama') y destaca una cifra para generar curiosidad, aunque el contenido lo respalda parcialmente, el estilo exagerado encaja en la definición de clickbait.	Veredicto: CLICKBAIT | Confianza: 0.85 | Título sin clickbait: El juez indica que Zapatero sería presunto líder de una estructura de tráfico de influencias que habría generado dos millones de euros | Motivo: El titular usa lenguaje sensacionalista (“lideró una trama”) y destaca una cifra para generar curiosidad, aunque el contenido lo respalda parcialmente, el estilo exagerado encaja en la definición de clickbait.
