FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	Motivo	RespuestaAgente
2026-05-15T20:23:12	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/nolan-responde-criticas-sobre-armaduras-musica-la-odisea-la-poesia-oral-analoga-rap-f202605.html	HuffPost	2026-05-14	"Nolan responde a las críticas sobre las armaduras y la música de 'La Odisea': ""La poesía oral es análoga al rap"""	"Nolan responde a las críticas sobre las armaduras y la música de 'La Odisea': ""La poesía oral es análoga al rap"""	El cineasta Christopher Nolan ha recibido numerosas críticas por la estética de su nueva cinta, pero también por la elección de su banda sonora o su casting.	Cultura	False	0.94	NO Clickbait	El titular es informativo y refleja el contenido; no hay exageración ni promesas vacías.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es informativo y refleja el contenido; no hay exageración, promesas vacías ni discrepancia entre título y texto.
2026-05-15T20:23:27	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/asi-vive-san-isidro-taller-centro-madrid-vestirse-chulapa-deberia-ideologia-f202605.html	HuffPost	2026-05-15	"Así se vive San Isidro en un taller del centro de Madrid: ""Vestirse de chulapa no debería tener ideología"""	"Así se vive San Isidro en un taller del centro de Madrid: ""Vestirse de chulapa no debería tener ideología"""	"Hablamos con Arancha Rodrigálvarez, dueña, junto a Sofía Nieto, del taller Carmen 17: ""Ahora hacemos aproximadamente cinco veces más trajes de chulapa que hace 10 años"""	Cultura	False	0.92	NO Clickbait	El titular es informativo y describe el contenido sin exageración ni promesas vagas; coincide con la entrevista y la descripción del taller.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular es informativo y describe con precisión el contenido de la entrevista sobre el taller y la tradición de la chulapa, sin exageraciones ni promesas engañosas.
2026-05-15T20:23:36	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/comienza-busqueda-oficial-sustituto-daniel-craig-james-bond-quiena-septimo-007-cine-f202605.html	HuffPost	2026-05-15	Comienza la búsqueda oficial del sustituto de Daniel Craig como James Bond: ¿quién será el séptimo 007 del cine?	Comienza la búsqueda oficial del sustituto de Daniel Craig como James Bond: ¿quién será el séptimo 007 del cine?	Mientras se debate sobre quiénes son los favoritos para el papel, se ha conocido que el estudio responsable cuenta con Nina Gold para encontrar al actor perfecto.	Cultura	False	0.92	NO Clickbait	El titular informa de forma concreta sobre la búsqueda oficial del sustituto de Daniel Craig, sin exageración ni promesas no cumplidas; el contenido coincide con la información anunciada.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular informa de forma concreta sobre la búsqueda oficial del sustituto de Daniel Craig, sin exageración ni promesas no cumplidas; el contenido coincide con la información anunciada.
2026-05-15T20:23:45	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/eurovision-contar-si-elegir-como-hacerlo-f202605.html	HuffPost	2026-05-15	Eurovisión: no podemos no contar, pero sí elegir cómo hacerlo	Eurovisión: no podemos no contar, pero sí elegir cómo hacerlo	En la redacción de 'El Huff' pensamos que no podemos dar la espalda a lo que ocurra en el festival, pero sí contarlo con una visión crítica e informativa.	Cultura	False	0.94	NO Clickbait	El titular y subtítulo son informativos y describen la postura editorial sin exageración ni promesas vagas; el contenido coincide con la intención anunciada.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular y subtítulo son informativos y describen la postura editorial sin exageración ni promesas vagas; el contenido coincide con la intención anunciada.
2026-05-15T20:23:55	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/condenado-dosnos-prision-facilitador-droga-mato-matthew-perry-f202605.html	HuffPost	2026-05-14	Condenado a dos años de prisión el facilitador de la droga que mató a Matthew Perry	Condenado a dos años de prisión el facilitador de la droga que mató a Matthew Perry	Se trata de un contacto clave que coordinó la llegada de la ketamina hasta la casa de la estrella de 'Friends'.	Cultura	False	0.95	NO Clickbait	Titular informativo y proporcional al contenido; no hay exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Motivo: El titular es informativo y proporcional al contenido; no contiene exageración, ambigüedad ni promesas vagas.
2026-05-15T20:24:05	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/como-patti-smith-pasado-madrina-punk-70-icono-generacion-z-gracias-poemas-rosalia-f202605.html	HuffPost	2026-05-14	Cómo Patti Smith ha pasado de ser la 'madrina del punk' de los 70 a icono de la Generación Z gracias a sus poemas y a Rosalía	Cómo Patti Smith ha pasado de ser la 'madrina del punk' de los 70 a icono de la Generación Z gracias a sus poemas y a Rosalía	La artista y escritora ha recibido el Princesa de Asturias de las Artes 2026, pero su libro 'Éramos unos niños' se ha convertido en todo un referente entre los jóvenes.	Cultura	False	0.94	NO Clickbait	El titular es informativo y describe la evolución de Patti Smith sin exageración ni promesas vacías; coincide con el contenido que explica su reconocimiento y vínculo con la Generación Z.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es informativo y describe la evolución de Patti Smith sin exageración ni promesas vacías; coincide con el contenido que explica su reconocimiento y vínculo con la Generación Z.
2026-05-15T20:24:15	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/alejandra-rubio-presenta-primera-novela-ya-siendo-hora-quitarnos-prejuicios-aterrador-hay-dar-mas-oportunidades-personas-f202605.html	HuffPost	2026-05-13	"Alejandra Rubio presenta su primera novela: ""Ya va siendo hora de quitarnos los prejuicios porque es aterrador. Hay que dar más oportunidades a las personas"""	"Alejandra Rubio presenta su primera novela: ""Ya va siendo hora de quitarnos los prejuicios porque es aterrador. Hay que dar más oportunidades a las personas"""	La hija de Terelu Campos debuta como escritora con una novela romántica titulada 'Si decido arriesgarme'.	Cultura	False	0.94	NO Clickbait	El titular y subtítulo informan de forma directa sobre la presentación de la novela y la cita de la autora, sin exageración ni promesas vacías; el contenido coincide con la información del encabezado.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular y subtítulo informan de forma directa sobre la presentación de la novela y la cita de la autora, sin exageración ni promesas vacías; el contenido coincide con la información del encabezado.
2026-05-15T20:24:26	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/los-creadores-autores-franceses-avisan-una-nacion-acepta-patrimonio-cultural-sea-captado-control-plataformas-ia-renuncia-identidad-f202605.html	HuffPost	2026-05-13	"Los creadores y autores franceses avisan: ""Una nación que acepta que su patrimonio cultural sea captado sin control por las plataformas de IA renuncia a su identidad"""	"Los creadores y autores franceses avisan: ""Una nación que acepta que su patrimonio cultural sea captado sin control por las plataformas de IA renuncia a su identidad"""	El mensaje apareció en una tribuna conjunta publicada por Le Monde.	Cultura	False	0.95	NO Clickbait	El titular es descriptivo y refleja el contenido sin exageraciones ni promesas vacías; no crea curiosidad artificial ni desajuste entre título y texto.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Motivo: El titular es descriptivo y refleja el contenido sin exageraciones ni promesas vacías; no crea curiosidad artificial ni desajuste entre título y texto.
2026-05-15T20:24:34	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/el-jurado-cannes-carga-politicas-hollywood-habla-asi-bardem-es-verguenza-hayan-sido-metidos-listas-negras-opiniones-gaza-f202605.html	HuffPost	2026-05-13	"El jurado de Cannes carga contra las 'políticas' de Hollywood y habla así de Bardem: ""Es una vergüenza que hayan sido metidos en listas negras por sus opiniones de Gaza"""	"El jurado de Cannes carga contra las 'políticas' de Hollywood y habla así de Bardem: ""Es una vergüenza que hayan sido metidos en listas negras por sus opiniones de Gaza"""	El guionista británico Paul Laverty ha sido uno de los más contundentes.	Cultura	False	0.92	NO Clickbait	El titular informa concretamente sobre la postura del jurado de Cannes y menciona a Bardem sin crear curiosidad artificial ni exagerar; coincide con el contenido.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular informa de forma concreta la postura del jurado de Cannes y la mención a Bardem, sin exageración ni curiosidad artificial, y coincide con el contenido del artículo.
2026-05-15T20:24:51	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elhuffpost.json	añadida	https://www.huffingtonpost.es/life/cultura/criticas-arcangel-palabras-sobre-conquista-america-nosotros-eramos-indios-f202605.html	HuffPost	2026-05-13	"Críticas a Arcángel por sus palabras sobre la 'conquista' de América: ""Nosotros éramos indios"""	"Críticas a Arcángel por sus palabras sobre la 'conquista' de América: ""Nosotros éramos indios"""	El reguetonero dio un concierto en el Movistar Arena en el que hizo un alegato a favor del papel de España en Latinoamérica.	Cultura	False	0.85	NO Clickbait	El titular y subtítulo describen de forma directa la polémica de Arcángel sin exagerar ni crear curiosidad artificial; el contenido corresponde al tema anunciado.	Veredicto: NO CLICKBAIT | Confianza: 0.85 | Motivo: El titular y subtítulo describen de forma directa la polémica de Arcángel sin exagerar ni crear curiosidad artificial; el contenido corresponde al tema anunciado.
