FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	ArchivoTitulosSinClickbait	EstadoTitulosSinClickbait	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	TituloSinClickbait	Motivo	RespuestaAgente
2026-05-18T17:31:52	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/madrid/macroedificio-okupado-parla-276-pisos-621-garajes-20260514010043-nt.html	ABC	2026-05-16	El macroedificio okupado de Parla con 276 pisos y 621 garajes sale a subasta	El macroedificio okupado de Parla con 276 pisos y 621 garajes sale a subasta	Tras más de doce años de quiebra, impagos de alquiler y un concurso de acreedores, la Cañada Real Vertical se vende con residentes a inversores en el sur de Madrid	Nacional	False	0.92	NO Clickbait		El titular informa de forma directa y concreta que el edificio okupado se subasta, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: — | Motivo: El titular informa de forma directa y concreta que el macroedificio okupado se subasta, sin exageración, promesas vagas ni discrepancia con el contenido.
2026-05-18T17:32:04	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/madrid/clasicos-alcala-estrenos-anos-20260514010034-nt.html	ABC	2026-05-16	Clásicos en Alcalá, 25 estrenos para 25 años	Clásicos en Alcalá, 25 estrenos para 25 años	El festival se celebrará del 12 de junio al 5 de julio con artistas como Silvia Marsó, Rafael Álvarez 'El Brujo', Paloma San Basilio o Vicente Soto Sordera	Nacional	False	0.94	NO Clickbait		El titular es informativo y describe de forma concreta el número de estrenos y el aniversario, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma concreta que el festival celebra su 25.º aniversario con 25 estrenos, sin exageración, ambigüedad ni promesas que no se cumplan.
2026-05-18T17:32:16	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/cataluna/independentismo-inventa-esteladas-metalicas-evitar-retiren-grupos-20260516010733-nt.html	ABC	2026-05-16	El independentismo catalán inventa las 'esteladas' metálicas para evitar que las retiren grupos de limpieza	El independentismo catalán inventa las 'esteladas' metálicas para evitar que las retiren grupos de limpieza	Los símbolos partidistas no pueden exhibirse en espacios municipales pero hay autoridades catalanas que lo permiten	Nacional	True	0.88	Clickbait	Algunos municipios catalanes colocan esteladas metálicas para dificultar su retirada por parte de brigadas de limpieza	El titular usa lenguaje sensacionalista ('inventa', 'para evitar') y crea curiosidad artificial sin reflejar de forma neutra el hecho de que algunos municipios usan esteladas metálicas para dificultar su retirada.	Veredicto: CLICKBAIT | Confianza: 0.88 | Título sin clickbait: Algunos municipios catalanes colocan esteladas metálicas para dificultar su retirada por parte de brigadas de limpieza | Motivo: El titular usa lenguaje sensacionalista (“inventa”, “para evitar”) y crea curiosidad artificial sin reflejar de forma neutra el hecho de que algunos municipios usan esteladas metálicas para dificultar su retirada.
2026-05-18T17:32:29	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/andalucia/radiografia-campana-electoral-andalucia-gana-centro-pierde-20260516011600-nts.html	ABC	2026-05-16	Radiografía de la campaña electoral: Andalucía se gana por el centro y se pierde en los extremos y la periferia	Radiografía de la campaña electoral: Andalucía se gana por el centro y se pierde en los extremos y la periferia	Los candidatos a la Junta han reforzado su presencia en Sevilla, Málaga y Cádiz, donde se disputan los parlamentarios claves; Moreno se atrincheró en la estabilidad frente a la prioridad nacional de Vox y las acusaciones de privatización de las izquierdas	Nacional	False	0.92	NO Clickbait		El titular es descriptivo y refleja el contenido analítico sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular es descriptivo y refleja el contenido analítico sin exageración ni promesas vagas.
2026-05-18T17:32:48	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/congreso-refugia-derecho-veto-gobierno-mutilar-enmiendas-20260516010738-nt.html	ABC	2026-05-16	El Congreso se refugia en el derecho a veto del Gobierno para mutilar enmiendas del Senado	El Congreso se refugia en el derecho a veto del Gobierno para mutilar enmiendas del Senado	El Tribunal Constitucional acumula cuatro conflictos de atribuciones por estas maniobras de la Mesa de Armengol	Nacional	True	0.88	Clickbait	El Congreso invoca el veto del Gobierno para rechazar dos enmiendas del Senado	El titular usa lenguaje sensacionalista ('se refugia', 'mutilar') y exagera la acción parlamentaria, creando curiosidad artificial sin reflejar neutralmente el contenido.	Veredicto: CLICKBAIT | Confianza: 0.88 | Título sin clickbait: El Congreso invoca el veto del Gobierno para rechazar dos enmiendas del Senado | Motivo: El titular usa lenguaje sensacionalista (“se refugia”, “mutilar”) y exagera la acción parlamentaria, creando curiosidad artificial sin reflejar neutralmente el contenido.
2026-05-18T17:33:07	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/madrid/panico-atraco-joyeria-carrefour-vallecas-20260518162109-nt.html	ABC	2026-05-18	Pánico en el atraco a una joyería del centro comercial frente a la Asamblea de Vallecas	Pánico en el atraco a una joyería del centro comercial frente a la Asamblea de Vallecas	Cuatro encapuchados irrumpen en el comercio, intimidan a los empleados con armas y huyen con el botín, ante numerosos testigos	Nacional	False	0.85	NO Clickbait		El titular informa de forma concreta el hecho (atraco a una joyería) y menciona el pánico, sin exageración ni promesas vagas; coincide con el contenido.	Veredicto: NO CLICKBAIT | Confianza: 0.85 | Título sin clickbait: — | Motivo: El titular describe de forma concreta el hecho (atraco a una joyería) y menciona el pánico, sin exageración, promesas vagas ni desajuste con el contenido.
2026-05-18T17:33:25	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	añadida	https://www.abc.es/espana/sala-penal-supremo-ultimo-bastion-judicial-gobierno-20260518014345-nt.html	ABC	2026-05-18	La Sala Penal del Supremo, último bastión judicial por el que el Gobierno dará la batalla	La Sala Penal del Supremo, último bastión judicial por el que el Gobierno dará la batalla	Entre este año y el que viene dejarán la Sala que juzga a los aforados 6 de sus 15 magistrados; habrá guerra en el CGPJ	Nacional	True	0.88	Clickbait	Renovación de magistrados en la Sala Penal del Tribunal Supremo entre 2026 y 2027	El titular usa lenguaje sensacionalista ('último bastión', 'dará la batalla') y crea expectativa de conflicto sin reflejar el contenido meramente institucional de la renovación de magistrados.	Veredicto: CLICKBAIT | Confianza: 0.88 | Título sin clickbait: Renovación de magistrados en la Sala Penal del Tribunal Supremo entre 2026 y 2027 | Motivo: El titular usa lenguaje sensacionalista (“último bastión”, “dará la batalla”) y crea expectativa de conflicto, sin corresponderse con el contenido meramente institucional sobre la renovación de magistrados.
2026-05-18T17:33:38	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/castilla-la-mancha/toledo/pueblos/meti-maletero-dandole-golpes-queria-matar-dice-20260518170000-nt.html	ABC	2026-05-18	«Lo metí en el maletero dándole golpes, lo quería matar», dice el acusado de asesinato en Recas	«Lo metí en el maletero dándole golpes, lo quería matar», dice el acusado de asesinato en Recas	La defensa reconoce la pelea pero no el asesinato y mantiene que es un delito de homicidio imprudente	Nacional	False	0.92	NO Clickbait		El titular reproduce literalmente una declaración del acusado y describe de forma directa el hecho investigado, sin exageración ni promesas vagas; coincide con el contenido de la noticia.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: — | Motivo: El titular reproduce literalmente una declaración del acusado y describe de forma directa el hecho investigado, sin exageración ni promesas vagas; coincide con el contenido de la noticia.
2026-05-18T17:33:49	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/andalucia/juanma-moreno-resultado-margen-maniobra-gobernar-solitario-20260518123225-nts.html	ABC	2026-05-18	Juanma Moreno: «El resultado nos da margen de maniobra para gobernar en solitario en Andalucía»	Juanma Moreno: «El resultado nos da margen de maniobra para gobernar en solitario en Andalucía»	A su llegada a la Junta Directiva nacional del PP, se inclina por «un Gobierno monocolor con búsqueda de acuerdos en la dinámica parlamentaria»	Nacional	False	0.94	NO Clickbait		El titular informa de forma directa que el resultado electoral brinda margen para gobernar en solitario, sin exageración ni promesas vagas, y coincide con el contenido de la noticia.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular informa de forma directa que el resultado electoral brinda margen para gobernar en solitario, sin exageración ni promesas vagas, y coincide con el contenido de la noticia.
2026-05-18T17:34:03	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\ABC.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\ABC.json	no aplica: la noticia no es clickbait	https://www.abc.es/espana/cataluna/cinco-personas-rescatadas-servicio-maritimo-guardia-civil-20260518134726-nt.html	ABC	2026-05-18	La Guardia Civil rescata a cinco personas de una embarcación a la deriva en la costa de Mataró	La Guardia Civil rescata a cinco personas de una embarcación a la deriva en la costa de Mataró	El Servicio Marítimo consiguió llegar hasta el barco trasladarlo a puerto	Nacional	False	0.95	NO Clickbait		El titular es descriptivo y coincide con el contenido; no usa exageración, suspense ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Título sin clickbait: — | Motivo: El titular es descriptivo y coincide con el contenido; no usa exageración, suspense ni promesas vagas.
