id_noticia,titulo,contenido,categoria,periodico,clickbait,score_clickbait,similitud_media,diferencia_ling_media,deicticos_titulo,puntuacion_titulo,superlativos_titulo,information_delay,position_relevance,early_late_ratio,argmax_relevance
0,El estrecho Bab al Mandeb: todo sobre el otro punto clave del comercio que Irán pretende 'estrangular' a través de los rebeldes hutíes,"La guerra en Irán ni acaba ni continúa. El conflicto de Estados Unidos e Israel contra Irán vive un extraño impasse, con unas negociaciones que no finalizan, que se celebran a regañadientes y con el recelo de ambas partes, y que, lo más importante, no terminan en un acuerdo final que sea algo más que un alto el fuego. Cada parte juega sus cartas.Donald Trump ha dicho en numerosas ocasiones que Teherán no tiene nada en su mano, ninguna fortaleza, para negociar un acuerdo beneficioso. Pero el régimen iraní lo pone en duda. ""Presumen de cartas. Veamos. Cartas de suministro son cartas de demandas"", ha dicho el presidente del Parlamento iraní, Mohamed Baqer Qalibaf.Se refiere a que Irán ha ""jugado en parte"" sus opciones en el estrecho de Ormuz, pero no ha activado sus opciones sobre el estrecho de Bab el Mandeb. De hacerlo, podrían estrangular todavía más el comercio mundial.El riesgo de paralizar el comercio entre Asia y EuropaBab el Mandeb separa el cuerno de África, en el continente africano, al oeste, de la península arábiga, en el continente asiático, al este. Este paso no alcanza los 30 kilómetros de ancho, en su punto más estrecho, y conecta el mar Rojo con el golfo de Adén.Es en este escenario donde podrían entrar en juego las autoridades hutíes de Yemen, la insurgencia aliada de Irán que desde 2014 controla la capital, Saná, y buena parte de su país. Luchan en su país contra Arabia Saudí y apoyan a Hamás y Hezbolá. Son enemigos de Israel y, de hecho, a finales de marzo entraron en la actual guerra lanzando misiles balísticos contra ese país.Hace diez días, los hutíes amenazaron de nuevo con lanzar una campaña de ataques contra la navegación internacional en el estrecho de Bab el Mandeb. De nuevo, porque no es la primera vez que ese lugar entra en juego. Ya en 2023, cuando Israel inició su campaña en Gaza, la que acabó en el genocidio de miles de palestinos, los hutíes atacaron embarcaciones occidentales o vinculadas con intereses israelíes.El hecho es que Ormuz está paralizado por el doble bloqueo, el de EEUU a los buques iraníes y el de Irán a los barcos de Occidente. En ese contexto, si los hutíes bloquearan Bab el Mandeb, el comercio entre Asia y Europa quedaría paralizado en niveles nunca vistos. La economía mundial quedaría herida.Puerta de las lágrimas y una de las rutas más transitadasSu nombre significa ""puerta de las lamentaciones"" o ""de las lágrimas"". Es el estrecho que separa el cuerno de África, en el continente africano, al oeste, de la península arábiga, en el continente asiático, al este. Bab el Mandeb enlaza el mar Rojo, al norte, con el golfo de Adén, al sur, en el océano Índico. Los Estados ribereños son Yemen, Eritrea y Yibuti.Administrativamente, la ribera africana del estrecho pertenece a Eritrea y Yibuti y la asiática a Yemen. Bab el Mandab tiene unos 115 km de longitud, aunque en su parte más angosta, a veces considerada exclusivamente el propio estrecho, tiene 29 km de ancho, desde Ras Menheli, en la costa árabe, a Ras Siyan, en África.La isla de Perim (de 14 km²) divide el estrecho en dos canales: uno al este, conocido como Bab Iskander, de 3 km de ancho y 30 m de profundidad; y otro al oeste, denominado Dact el Mayun, de unos 25 km de ancho y poco más de 300 m de profundidad.La importancia de Bab el Mandab radica en su estratégica ubicación: está cerca de los pozos petroleros de Oriente Próximo y del canal de Suez. Todas las rutas marítimas de Europa al océano Índico pasan por este estrecho (excepto los superpetroleros que por tamaño tienen que rodear el cabo de Buena Esperanza, en Sudáfrica).Repercusiones sobre el transporte y precio de las cosasBab el Mandab es hoy en día una de las rutas marítimas más transitadas. Este estrecho tiene para el transporte marítimo la misma importancia que el Canal de Suez. Por aquí pasa cada año el 12% del comercio marítimo y el 30% de los contenedores comercializados en todo mundo. Se estima que las mercancías que atraviesan este estrecho en un año tienen un valor de un billón de dólares.Además, cruza por Bab el Mandab el 8% del gas natural licuado y alrededor del 11% del petróleo que se transporta por mar, según la Administración de Información de Energía de EEUU. No pasa más crudo porque los petroleros de mayor calado no pueden cruzar luego el Canal de Suez. Para verlo con más claridad, la web Marine Traffic muestra en tiempo real la actividad marítima en los dos estrechos (a la izquierda el de Bab el Mandab y más arriba y a la derecha, el de Ormuz).Si realmente los hutíes, con el apoyo de Irán, lograran bloquear Bab el Mandeb, las repercusiones sobre el transporte de mercancias y el precio final de muchas de ellas sería enorme. Porque la opción para las navieras ya no sería alcanzar el Mediterráneo sino bajar hacia el Sur por el perfil oriental de África hasta llegar al cabo de Buena Esperanza, es decir, hacer lo que hoy sólo hacen los superpetroleros.",Internacional,20minutos,False,2.0293197404454975,0.40951958,1.438839300823671,-0.7332959212304938,-0.13130643285972254,-0.13130643285972254,0.4210526315050785,0.4210526315050785,1.2602099,24
1,Tiroteo en el centro de Atenas: un hombre de 89 años deja cinco heridos y es detenido tras darse a la fuga,"Un hombre hirió este martes a cinco personas en Atenas tras irrumpir con una escopeta primero en una oficina pública y después en la sede del Tribunal de Primera Instancia de la capital griega, donde disparó de forma indiscriminada antes de huir, según han informado varias emisoras locales. Finalmente, la Policía ha logrado arrestarlo cerca de la ciudad de Patra, a unos 210 kilómetros al oeste de la capital griega.El hombre, identificado por la Policía como una persona de 89 años, perpetró el primer ataque en unas oficinas del Organismo Nacional de Seguridad Social (EFKA), donde hirió a un empleado tras dispararle en un pie. Posteriormente, se subió luego a un taxi y se trasladó al Tribunal, situado a unos 500 metros de la sede central de la Policía de Atenas, según explicó la televisión privada Skai.Tras pasar por la puerta principal del tribunal empezó a disparar contras las personas en el lugar, hiriendo levemente en los pies a cuatro funcionarios judiciales. ""Estábamos en el patio del Tribunal de Apelación cuando de repente la gente empezó a correr. Un anciano con una gabardina azul entró en la oficina número 23, disparó tres veces al suelo y dejó la escopeta sobre la fotocopiadora"", describió un testigo a Skai.Tras este segundo ataque, el hombre logró salir del Tribunal y las autoridades le perdieron el rastro, por lo que la Policía de Atenas lanzó un amplio dispositivo para localizarlo. Finalmente, el sospechoso fue arrestado cerca de la ciudad de Patra. Según el citado medio, se trata de un recolector de basura del vecindario ateniense de Votanikos, y contaría con supuestos problemas psicológicos y un largo historial de hospitalizaciones. Tras conocer la noticia del ataque, fue la sobrina del agresor quien se puso en contacto con la Policía, señalando que ""probablemente"" fuera su tío. Debido a esta información, las autoridades pudieron identificarlo rápidamente.  Los cinco heridos por los dos tiroteos fueron trasladados a un hospital de Atenas, donde recibieron tratamiento por lesiones leves, según el portal de noticias griego Newsit. Por su parte, la Asociación de Jueces y Fiscales de Grecia ha denunciado en un comunicado que este ataque ""sin precedentes"" demuestra ""de la peor manera posible la ausencia de medidas de seguridad adecuadas para la protección de los funcionarios judiciales, los abogados y el público que acude diariamente a los tribunales"".El motivo del ataqueHasta el momento, ninguna autoridad pública ha aclarado el motivo del tiroteo, aunque todo apunta a que podría estar relacionado con la imposibilidad de cobrar la pensión. Una teoría respaldada por una de las cartas que escribió supuestamente el propio detenido y que arrojó en el Tribunal, la segunda institución atacada: ""En ellas encontraréis las razones por las que hice lo que hice"".El documento, recogido por el diario griego Kathimerin, refleja una denuncia cargada de resentimiento contra la administración griega. El supuesto autor de los hechos relata un trato humillante por parte de funcionarios de la IKA —el antiguo organismo público de la seguridad social en Grecia, hoy integrado en el EFKA—, a quienes acusa de insultarle, falsificar documentos y bloquearle deliberadamente el acceso a su pensión griega. En los últimos párrafos de la carta se acusa directamente a ""los servicios públicos, los tribunales griegos y la IKA griega"" de tratos vejatorios hacía el autor del escrito. ""Me trataron como a un perro callejero al que patean y golpean"", denuncia. La carta se cierra con una amenaza directa: ""Y yo, el perro, ahora tengo rabia y estoy furioso y un día iré a las oficinas y los morderé, para que ellos también se enfurezcan"".  ",Internacional,20minutos,False,2.1549257015750403,0.27176803,1.4266937455103392,-0.7678360453334871,0.0,-0.22645540682891904,0.0,0.0,1.7117784,0
2,"La brutal respuesta del narco a la detención del capo El Jardinero en México: incendios en edificios, bloqueos de carreteras...","El Gobierno del estado mexicano de Nayarit (oeste del país) en el municipio de Tecuala, llamó este lunes a la ciudadanía a no salir de casa debido a una serie de violentos bloqueos que se han desatado tras la captura de Audias Flores Silva, alias El Jardinero, identificado por las autoridades como uno de los dirigentes del Cartel Jalisco Nueva Generación (CJNG).Tras la detención del capo, medios locales reportaron ataques a tiendas, quema de negocios en distintas zonas de Nayarit, en específico en el municipio de Tecuala, en los límites con el estado de Sinaloa.El Gobierno exhortó a través de un comunicado ""a los ciudadanos a mantenerse informados a través de canales oficiales, evitar la difusión de rumores y, de manera preventiva, permanecer en sus casas y limitar traslados mientras siguen las acciones de seguridad en la región"". Las imágenes muestran grandes columnas de humo negro en las bodegas y tiendas de conveniencia incendiadas por personas afines para protestar por el arresto.Coche, camiones y el transporte público también han sido interceptados y quemados en puntos clave de la carretera que conecta la ciudad con otras localidades mexicanas. Esta revuelta ha provocado el parón total de la ciudad impidiendo que los vecinos puedan movilizarse o acceder a sus puestos de trabajo. Los vecinos muestran indignación por la extrema violencia que se esta viviendo. “se está quemando… qué triste”, se escucha en uno de los videos que circulan por la red social de X.A pesar de la violencia en los ataques, las autoridades mexicanas mantienen que el objetivo principal de intentar acabar con el cártel se ha cumplido y que la propuesta de Estados Unidos de 5 millones de dólares por acabar con ""El Jardinero"" ha sido un éxito total.  El embajador estadounidense en México ha comentado que ""Acciones como esta fortalecen la seguridad y contribuyen a desarticular redes criminales que amenazan a nuestras comunidades. Juntos, logramos resultados que hacen más seguras a nuestras naciones"".",Internacional,20minutos,False,7.694612279482315,0.44264582,7.137258016198325,-0.669438681395203,0.0,0.0,0.09523809519274376,0.09523809519274376,1.1061196,2
3,Carlos III en la Corte de Trump,"Cuatro días estará el Rey de Inglaterra en los Estados Unidos como invitado de su presidente. La excusa es la celebración del 250 aniversario de la independencia norteamericana, el de la victoria rebelde frente al Ejército inglés, aunque el objeto real de esta visita de Estado no es otro que el intento de aliviar la alta tensión entre Londres y Washington a causa de los desacuerdos en materia comercial y de defensa. El primer ministro Keir Starmer, al que Trump detesta y del que se ha burlado manifestando que ""no es Churchill"", trata de usar su admiración y debilidad por la pompa y el boato de la monarquía británica para reconducir las relaciones entre ambos países. Carlos III y la reina Camila, además de honores militares, discurso en el Capitolio y banquete de Estado, asistirán al intento de la Casa Blanca de impresionarles presentando a la Administración norteamericana como la sede de un gran imperio. Con su corte y su emperador.",Internacional,20minutos,False,1.816225810030874,0.34184825,1.158074047978858,-0.7745966692414834,0.0,0.0,0.0,0.0,0.8767093,0
4,El Senado de EEUU falla en su intento de limitar posibles acciones militares de Trump en Cuba,"Los demócratas del Senado de Estados Unidos han fracasado este martes en un nuevo intento de limitar la autoridad del presidente, Donald Trump, para usar la fuerza militar sobre Cuba.Con una votación de 47 votos a favor y 51 en contra, la iniciativa para controlar las posibles acciones de fuerza sobre La Habana ordenadas desde el ejecutivo, fue frenada por los republicanos quienes votaron en bloque.Sin embargo, los republicanos Susan Collins, de Maine, y Rand Paul, de Kentucky, se unieron a la iniciativa demócrata en la votación acontecida esta tarde.El intento fallido sobre Cuba se une a una serie de fallos en el Senado para controlar las acciones militares de Trump como las cinco votaciones para que el mandatario no pueda ordenar más ataques sobre Irán o intentos por frenar al republicano previo a la captura de Nicolás Maduro en Venezuela.Antes de la votación, el senador demócrata Chuck Schumer dijo que ""los republicanos deben adelantarse a la inminente catástrofe en Cuba antes de que empeore aún más, como debieron haber hecho con la guerra de Trump en Irán"".Por su parte, los republicanos rechazaron las acusaciones de una intención del presidente de utilizar la fuerza contra Cuba y acusaron a los demócratas de ignorar las acusaciones de violaciones de derechos humanos que han sido presentadas contra el Gobierno de Miguel Díaz-Canel.Desde enero, la Administración Trump ha intensificado la presión sobre La Habana con un bloqueo petrolero y el presidente ha sugerido en diversas ocasiones la necesidad de un cambio de régimen en la isla.",Internacional,20minutos,False,2.571219467089505,0.4620189,2.033238374159665,1.154700538379252,0.0,0.0,0.374999999765625,0.374999999765625,1.130334,6
5,Una corte de apelaciones en Nueva York falla en contra de la política de detención de migrantes de Trump,"Un nuevo revés para el presidente Donald Trump en Nueva York. Un tribunal de apelaciones de este estado ha fallado este martes en contra de la política del republicano que instruye a las autoridades a detener -sin posibilidad de fianza- a los migrantes que captura en el país.De manera unánime, los tres jueces del tribunal del Segundo Circuito, en Nueva York, han rechazado la interpretación que el Gobierno le está dando a la ley de migración, al forzar a las personas que son arrestadas por las autoridades migratorias a permanecer detenidas mientras se resuelven sus casos, procesos que pueden durar meses o incluso años.En el fallo, los jueces han dicho que, aceptar esa política, supondría ""el mandato más amplio de detención masiva sin derecho a fianza en la historia de nuestro país para millones"" de migrantes.""La interpretación del Gobierno (...) provocaría un impacto sísmico en nuestro sistema de detención migratoria y en la sociedad, al poner bajo presión una infraestructura de detención ya saturada, encarcelar a millones de personas, separar familias y desestabilizar comunidades"", ha explicado el tribunal.Bajo las nuevas políticas de Trump, adoptadas el año pasado, cualquier persona que entró de manera irregular a EEUU está sujeta a ser detenida sin fianza, sin importar cuánto tiempo ha permanecido en el país.Esta política migratoria supuso un cambio importante respecto a cómo ha funcionado esa ley en el pasado, ya que solo aplicaba para las personas que eran detenidas en los puertos de entrada, por ejemplo en la frontera sur, o quienes eran consideradas una amenaza para la seguridad pública.Más de 70.700 migrantes detenidosComo consecuencia de esta nueva interpretación, paralela a la campaña de arresto masivo de migrantes en el interior del país, la cantidad de personas en detención migratoria ha alcanzado máximos históricos.En enero de este año, la Administración Trump mantuvo detenidos a más de 70.700 migrantes, la cifra más alta de la que se tenga registro.La situación ha llevado a que miles de migrantes en todo el país hayan presentado recursos de habeas corpus en cortes federales para pedir su liberación, con un promedio de doscientos nuevos casos al día, la mitad de ellos en California y Texas, según datos recopilados por el medio ProPublica.No obstante, la decisión de la corte de Nueva York sólo aplica a los estados de Nueva York, Connecticut y Vermont, que están bajo la jurisdicción del tribunal.Otras cortes de apelaciones en otras partes del país, entre ellas el quinto circuito (Texas, Luisiana, Misisipi), y el octavo circuito (Arkansas, Iowa, Minesota, Misuri, Nebraska, Dakota del Norte y Dakota del Sur) han fallado, en casos separados, a favor de la política de detención mandatario republicano.",Internacional,20minutos,False,1.767763683721776,0.37058118,1.138344889407709,-0.7862136275414388,0.0,0.0,0.0,0.0,1.2630316,0
6,El jefe de la junta militar en Mali llama a la unidad y dice que la situación está bajo control,"El presidente de transición en Malí, el general Assimi Goita, ha llamado este martes a la unidad y ha afirmado que la situación ""está bajo control"" en el país tras los intensos ataques simultáneos perpetrados el sábado por yihadistas y los rebeldes independentistas del norte.""El dispositivo de seguridad ha sido reforzado, la situación está bajo control y las operaciones de rastreo, búsqueda, de inteligencia y de seguridad continúan"", ha asegurado Goita en un discurso dirigido a la nación y transmitido a través de la televisión estatal ORTM, en lo que es su primera declaración oficial tras los ataques.Goita, que encabeza la junta militar surgida de los golpes de Estado de 2020 y 2021, ha alertado que el país atraviesa momentos de ""extrema gravedad"", y apuntó que los ataques del sábado fueron ""complejos, coordinados y simultáneos"" y tuvieron como objetivo la capital, Bamako, y las localidades de Kati, Konna, Mopti, Gao y Kidal.Los ataques fueron perpetrados por el Frente de Liberación de Azawad (FLA), que reclama la independencia de una extensa zona desértica del norte del país, y por el Grupo de Apoyo al Islam y los Musulmanes (JNIM), filial de Al Qaeda en el Sahel, y culminaron con la toma de la importante ciudad de Kidal (norte).Según el jefe de la junta militar maliense, la ofensiva tenía como objetivo ""instaurar un clima de violencia generalizada"" y formaba parte de un plan de ""desestabilización concebido y ejecutado por grupos terroristas armados y sus patrocinadores, tanto internos como externos"".Además, Goita ha llamado a los malienses a demostrar ""su cohesión y su unidad"" y no ceder ante ""los rumores"".""Exhorto a no ceder a los rumores ni a las manipulaciones. En estos tiempos, la desinformación se ha convertido en un arma en manos de los terroristas. Malí necesita lucidez, no pánico"", afirmó.El presidente maliense ha pedido también a los ciudadanos que cooperen con las autoridades y transmitan, por canales oficiales, toda información útil para la inteligencia y la prevención.Por otra parte, Goita ha rendido homenaje al ministro de Defensa, el general Sadio Camara, que fue asesinado en un atentado con coche bomba durante los ataques, elogió la ""sinergia de acción"" de la Alianza de los Estados del Sahel (formada por Mali, Níger y Burkina Faso), al tiempo que hizo hincapié en la ""calidad de cooperación"" con Rusia, que calificó de ""socio estratégico"".",Internacional,20minutos,False,1.3412979066428539,0.31632793,0.6576258521870232,-0.4445004445006669,0.0,0.0,0.039999999984,0.039999999984,1.0375742,1
7,"Guerra en Irán, en directo | Trump asegura que Irán pide abrir el estrecho de Ormuz ""lo antes posible"" ante su ""estado de colapso""","En un post publicado en su red Truth Social, el presidente de Estados Unidos, Donald Trump, ha asegurado este martes que Irán ""acaba de informar"" a Washington de que el país se encuentra ""en un 'estado de colapso'"", y que Teherán les ha pedido ""abrir el estrecho de Ormuz lo antes posible"". Todo ello, mientras el régimen ""intenta resolver su situación de liderazgo, según explica el mandatario estadounidense. ""Creo que lo lograrán"", ha remachado el republicano.Este lunes, según el portal Axios, Irán habría presentado a Estados Unidos una nueva propuesta de negociación para reabrir el estrecho de Ormuz y poner fin a la guerra y, a la vez, posponer las negociaciones sobre el programa nuclear de Teherán para más adelante. Trump había dejado de opinar de la guerra en Irán desde el sábado por la noche cuando surgió un tiroteo en un hotel de Washington durante una cena de corresponsales de la Casa Blanca.Respecto al frente del Líbano, el ministro de Exteriores de Israel, Gideon Saar, aseguró que su país ""no busca ocupar territorio en Líbano"", en plena intensificación de las operaciones militares en el sur contra el grupo chií Hezbolá, respaldado por Irán, pese al alto el fuego vigente. ""Israel no tiene ambiciones territoriales en Líbano. Nuestra presencia en las zonas cercanas a nuestra frontera norte responde a un único objetivo: proteger a nuestros ciudadanos"", afirmó Saar durante una rueda de prensa conjunta con su homólogo serbio, Marko Djuric",Internacional,20minutos,False,2.0903206277231527,0.37259844,1.4629190709034754,0.6864064729836441,0.0,0.0,0.13333333324444444,0.13333333324444444,1.7044412,2
8,Musk sostiene que fue engañado por OpenAI al adoptar un modelo con fines de lucro,"El magnate tecnológico Elon Musk ha declarado este martes en el juicio contra OpenAI que fue engañado, al afirmar que no habría invertido en la fundación de la compañía de haber sabido que abandonaría su misión sin fines de lucro y en favor de la humanidad.""Podría haberla iniciado como una empresa con fines de lucro, pero decidí no hacerlo. Elegí convertirla en algo para el beneficio de toda la humanidad"", ha dicho Musk según información citada por CNBC.Musk, considerado el hombre más rico del mundo, fue el primero en testificar en el juicio que se lleva a cabo desde este lunes en una corte federal en Oakland (California) y podría definir el futuro de la creadora de ChatGPT.El magnate sostiene que fue engañado por los cofundadores de OpenAi Sam Altman y Greg Brockman para financiar la fundación de OpenAI bajo la promesa de que la tecnología mantendría la mayoría de su estructura como una empresa sin ánimo de lucro.En su testimonio, el fundador de Tesla y SpaceX  destacó que no habría aportado sus recursos, de más de 40 millones de dólares, si la intención de la empresa hubiera sido obtener beneficios económicos.También se atribuyó el papel fundamental que tuvo en el comienzo de OpenAI, que espera salir a la bolsa a finales de año, al concebir la idea, el nombre y reclutar a personas clave.Además, el magnate expuso al jurado sus preocupaciones sobre la inteligencia artificial y los riesgos que observó, tras una conversación en 2015 con uno de los fundadores de Google.Musk está programado para continuar con su testimonio este miércoles.OpenAI cree que hay envida detrás de la demandaOpenAI ha calificado la demanda como un intento infundado y motivado por la envidia que busca obstaculizar a un competidor directo mediante el uso del sistema judicial.La defensa de la compañía aprovechará el juicio para interrogar a Musk bajo juramento sobre su supuesta intención de socavar la labor de la organización tras haber intentado controlarla en el pasado.OpenAi fue lanzada en 2015 cuando Altman, Brockman, Musk y otros fundadores buscaban avances en la inteligencia artificial (IA). Pero en 2017 la relación con Altman, que ha sido el rostro de la tecnológica, se deterioró tras los supuestos retrasos de lograr sus objetivos. Un año después, el dueño de Tesla se retiró de la junta directiva y dejó de hacer aportaciones.En 2019, la tecnológica pasó de ser una compañía sin ánimo de lucro a una estructura de beneficio limitado. El año pasado la tecnológica obtuvo la aprobación de los reguladores en EEUU para reestructurar su negocio principal transformándolo en una corporación con fines de lucro, aunque sigue teniendo una configuración de beneficio limitado.Musk ha pedido al tribunal que revierta la aprobación para que OpenAI mantenga la mayoría de su estructura sin ánimo de lucro, además de una compensación económica y el despido de Altman.",Internacional,20minutos,False,1.9424035537633624,0.3871904,1.329593966493341,-0.734288161744156,0.0,-0.17677669529663675,0.0,0.0,1.0264201,0
9,"El opositor venezolano Guanipa, cercano a Machado, visitará EEUU para trabajar con ""aliados""","El dirigente opositor Juan Pablo Guanipa, cercano a la líder venezolana y Premio Nobel de la Paz 2025, María Corina Machado, ha informado este martes que viajará a Estados Unidos para ""atender temas familiares"" y ""cumplir una agenda de trabajo"" con ""aliados"".A través de X, Guanipa -quien fue detenido en mayo de 2025 y salió de prisión en febrero de este año- ha indicado que estará en Estados Unidos ""por unos días"", sin precisar cuántos, y ha añadido que regresará a Venezuela, aunque no dio más información acerca de su viaje ni sobre su agenda de trabajo.El viaje del opositor se produce mientras María Corina Machado permanece fuera de Venezuela, tras salir en diciembre pasado rumbo a Noruega para recibir el Premio Nobel de la Paz, luego de pasar un año en la clandestinidad para evitar su arresto por parte de las autoridades, que la acusan de promover la violencia y de pedir una intervención militar.Desde entonces, Machado ha visitado varios países, incluido Estados Unidos, España, Francia, Italia, Países Bajos y Chile, y ha prometido que regresará pronto a Venezuela para recorrer todo el territorio.Recientemente, la líder opositora aseguró que ""es importante"" que Venezuela celebre elecciones democráticas lo antes posible para que ""los venezolanos no se desesperen y toda la energía se canalice de una manera cívica"".En una entrevista en Madrid, la Premio Nobel de la Paz dijo que ""aquellos que ven un riesgo en el proceso electoral no están viendo que no hacer elecciones conlleva un riesgo mucho mayor"".El pasado 12 de abril, la mayor coalición opositora de Venezuela, agrupada en la Plataforma Unitaria Democrática (PUD), presentó una hoja de ruta para celebrar ""elecciones libres"", que pasa por la designación de nuevas autoridades del Consejo Nacional Electoral (CNE) y lograr una transición en el país.En un rueda de prensa, la PUD indicó entonces que el plan de transición tiene tres etapas: la estabilización, la recuperación económica y reconciliación, así como la celebración de elecciones, un planteamiento casi idéntico al presentado por Estados Unidos luego de que capturara, el 3 de enero, al presidente Nicolás Maduro durante una operación en Caracas.",Internacional,20minutos,False,1.9153524650739044,0.3716885,1.2870409427688927,-0.5865884600854131,0.0,-0.29488391230979427,0.0,0.0,1.5577742,0
